Num,Review,Review_type
954,осы қыс қандай болады?,good
955,rt да ничего удачи с уроками mtvstars justin bieber,good
956,потерла морковку помяла банан и сложила все вместе даже вкусно сейчас грызу остаток морковки,good
957,Машаның Петясынан Кристинаны Егордан Лизаны Романы мен семіріп алдым ахахах,good
958,"rt Мен келесі күні анаммен ант бергенім есімде жоқ, келесі күні біз әкеммен таңғы ас іштік, сен менің футболкамда жүрсің",good
959,"Мале Писюни ауылында мал фермасында тұратын Василий Петров, 2-үй деген сөзге байланысты мекен-жайын жек көреді",good
960,обрати внимание на приз скорее,good
961,так значит все таки недотрах я запуталась в тебе блин,good
962,"жалпы, мен сценарий жазып жатырмын, мен бұл идилляға қарсы тұра алмадым және суретке түсіре алмадым",good
963,"иә, көруге оңай тыңдаудың ешқандай мағынасы жоқ, және осымен",good
964,танцовщицей в мужской клуб я тоже не пойду о follow,good
965,rt horse suv мені оқыды сізді өзара келесі teamrt2eat clubfollowback follow2gain teamfollowback htt,good
966,rt oh мен сені қандай сүйкімді сүйемін,good
967,rn дыбысы а,good
968,с гордым дядей саймоном за кулисами x factor littlemix simoncowell xf photo,good
969,открою сикрит ты всигда полезное делаешь d,good
970,"сіз жасырын түрде бірдеңе айтатын адамдар бар, бірақ ішінде олар маған ұнайды және бәріне таратады",good
971,"rt ақымақ және күлкілі деп айтуға болмайды, бұл ештеңе айтпау керек",good
972,"Мен оған қоңырау шалдым, себебі менде интернетте қиындықтар болды, ол бұл мәселені 2 минуттың ішінде шешіп алды, мен қайтшы дегім келді",good
973,rt Polechka мені сүйетін хабарламасымен шынымен қуантты,good
974,ты в политике,good
975,сен шынымен ақымақсың ба әлде жай көрініп тұрсың ба,good
976,rt а катя будет ходить в демисезонке ибо ей лень покупать на зиму что то х,good
977,да 3 вечер сериал надо какой нибудь найти и смотреть,good
978,онымен бірге 2-бөлім тағы бір киім және білезік жапсырмалары бар үлкен күнтізбе және журнал 1d плакаттары бар журнал,good
979,rt сәлем,good
980,осылай 9залов биі көңілді болды,good
981,rt открою сикрит ты всигда полезное делаешь d,good
982,"Күні бойы теледидар бағдарламаларын көре аламын, dddd жаттығуымен айналыса аламын",good
983,"Мен оған қарап тұрмын, үстелден кету үшін қолым көтерілмейді шабдалы үй жануарлары ұлттық мысық итбалықтары",good
984,ал мұғалім бізге әлі күнге дейін жұмбақ күйдіріп қарап тұр,good
985,"Сонда басқа біреу енотты римехебах болу үшін сүймейді, оны ұнатады",good
986,хейдар алиев мектебінің квн командасы астрахандағы көңілді жігіттер зал қошеметке толы,good
987,"Құдайға шүкір, сөмкені іздеген 2 азапты апта аяқталды, мен оны ааа сатып алдым",good
988,ол өзінің лаптарын алмайтын тамаша үлгі,good
989,сондықтан сіз қауырсында қандай ғажайыпсыз г,good
990,эээх красивые зато мне сегодня сладко,good
991,сен бәріңе әдемісің сен әдемісің хах жарайды,good
992,Соколовский Мен сізді пикникке шақырғым келеді,good
993,өмір күлкісін ұзартатын нәрсе d тағы кім,good
994,рискни в рамку не эту тогда и да я готовлю блинчики d,good
995,"Рахмет, сіздің орныңызды табу өте маңызды деп ойлаймын",good
996,"ваааа енді менің жанымнан тек таза жүрісі бар жігіт өтті, мен оны қалай сипаттайтынымды да білмеймін, бірақ қарғыс атқым келеді",good
997,за монгол коментийн 2 оо vзэж жаахан хэрэгт дурлая,good
998,как же анютка любит поезда осторожнее с ирисками,good
999,күңгірт сен маған көмектесесің мен саған бәрі жақсы,good
1000,не кисни еще вспомнишь старого вачика люблю свой падик за классных соседей,good
1001,туылған күніңмен қымбатты Диана махаббат апашка сен ең жақсысың,good
1002,я вообще не знаю кто додумался такой карандаш сделать d а еще одну овечку там зовут bomy хахахах,good
1003,rt сіз осы фонда патшадайсыз,good
1004,ooo және gmbh туралы қалай дұрыс аудару керектігі туралы әңгімелестік,good
1005,где картинка красивее была ту и выбрала d,good
1006,"сен керемет оқушысың, бірақ бұл туралы алаңдама, бірақ сыныптас не істеді",good
1007,дийншд гэр хорооллынхон ч гэсэн х н ш дээ байгаа з йлдээ сэтгэл хангалуун жаргалтай байдаг биздээ,good
1008,"мырзалар жуководи, Мәскеуде арзан, бірақ лайықты пәтерді қалай жалдауға болатыны мен үшін лайықты",good
1009,триномдық биномдық көпмүшелік сәлем алгебра бұрмаланған алгебра мен барамын және әдебиетті оқимын,good
1010,неа я вчера смотрела с мамой пингвины из мадагаскара и там шкипер сказал джулиану мать моя пингвин мы ржали как могли d,good
1011,"ер адамның қолмен жұмыс жасайтындығы туралы әңгімелейтіндер қазірдің өзінде жергілікті ддд құдыққа айналды, бұл барлық жерде қарапайым",good
1012,chris trk атмосферасымен бумен бірге,good
1013,Университеттен жүгіріп келе жатқан пойызда қазірдің өзінде графикалық геометриядан тест алды,good
1014,"техникада сізде куки болады, жоқ, мен оны өзім жегім келмейді dd",good
1015,көкжидек Путиннің бірінші мамыр күнін жақсы көреді,good
1016,бұл қызықты болады және шығарылмайды,good
1017,ахахах қайдан алуға болатынын айтсаң жақсы емес,good
1018,"егер сіз кеңсе арқылы кем дегенде 12 оқ ататын болсаңыз, онда дәл осыдан 2 апта бұрын олар білген, ал егер сіз өзіңіз болсаңыз, онда ар-ожданның бағасы қазірдің өзінде бар",good
1019,из за свадеб прогулял все пятницы в универе зато деньги водятся хоть иногда,good
1020,сіз сияқты ессіз достар болған кезде жақсы өмір сүріңіз,good
1021,uuuuuh katya d қандай сұлулық,good
1022,мне безумно нравится последний клип аврил лангвин она там такая няшечка,good
1023,губозакатывательную машинку не предлагать,good
1024,rt я всегда с тобой на веки веков,good
1025,"мен де, мен де өтінемін",good
1026,тут балансер писал что за три недели боления гриппом похудел на 12 кг,good
1027,мужик он в любом возрасте мужик,good
1028,"дүкенге шоколад барға барып, тоғай үйіне барды",good
1029,а да еще я как та свинья нашел в минске нечто среднее между графити и трафаретом позже со всем остальным вывалю на фл,good
1030,rt а у меня рюкзак с белоснежкой и шестью гномами,good
1031,"эй, өлме, саған бәрібір керек және растишки есебінен тыныштал",good
64511,я ничего в этом не разбираюсь я просто шмотья могу набрать с собой,bad
64512,мама подскажи мне как ты папу ждала из армии 2 года мне уже через 7 месяцев на сьену лезть хочется autofollowback,bad
64513,все этой новости как то обрадовались а я нет,bad
64514,Мен достарымнан біреумен ұйықтағым келеді достық секс Th қазіргі кезде ешкім келіспейді,bad
64515,знаю знаю а еще я знаю что на улице мороз и я ленивая пирда,bad
64516,"а-а-а, мен фартпен фарт болмаңыз деп айтпаймын, әйтпесе сорлы оның өкшесін жалайды",bad
64517,"Мен мектепке барғым келмейді, мен ауырғым келеді, көп ұйықтасам, пәтерге қамаламын",bad
64518,работаю блеать pixect,bad
64519,"rt Мен оны жақсы көремін, бірақ бұл аптасына бір рет, мен оған сирек барамын, өйткені дүйсенбіде мен жиі ауырамын, менде де бар",bad
64520,"сіз арнайы дайындық курсына дайындала аласыз, бәрі шындыққа сай келмейді",bad
64521,"адамдар неге ақымақ, ақыр соңында, олар бір-біріне немқұрайлы қарамайтыны анық, бірақ бәрібір олар бірге емес",bad
64522,маған айтыңызшы және қаламның көмегімен сіз шынымен де жақсы өмір сүре аласыз автокөлік пәтер тамақтану саяхат Менде достарым бар саясаттанушылар олар қаламмен тоймайды,bad
64523,және бұл көңілсіз кештер сізсіз екінші ай,bad
64524,"о, лорд блииин, мен неге менің көңіл-күйім осы, сіз не түсінесіз",bad
64525,Мен жаңа ғана бірінші тапсырманы орындадым,bad
64526,Телефонда тиын болмаған кезде өмір өмір емес,bad
64527,с этой погодой настроение праздника превращается в того же говно что и на улице,bad
64528,Мен баруға шыдамым жетпейді,bad
64529,мен өз корейлерімді қалай сағынамын,bad
64530,сначала в киев потом на 5 школу потом на терминал потом в салон к маринке заехали сейчас на торгмаш я выдохлась,bad
64531,"және n және oh әріптерінен жинамайынша, мәңгілік сөзі аяқталмайды",bad
64532,я любила джонни 8 лет потом я встретила падалеки дженсена мишу влюбилась но не сломалась но я встретила джареда и кинула джонни,bad
64533,хочу новых песен эти надоели,bad
64534,без тебя как то пусто дни без радости ночи без сна ru ff,bad
64535,кошмар я сейчас нашла в инете что тома не допустят в фильм мстители2,bad
64536,хочу на концерт nirvana но курта нету,bad
64537,не могу я работать завтра с утра доделаю до 4 время будет надеюсь,bad
64538,прочитала как манана,bad
64539,алгебрарусскийин язфизикаобщество просто завтра марафон,bad
64540,эльфы слишком совершенны чтобы существовать в реальности,bad
64541,ааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа,bad
64542,меня осенило я хочу поучить иностранный уровень английского уже не тот надо возобновить все,bad
64543,я не могу так больше когда каждый вечер перед сном плачу я так привыкла к тебе,bad
64544,почему они не будут выступать на разогреве,bad
64545,олар мені түсінбейді,bad
64546,фак купила светящиеся палочки и сломала дну это ж я,bad
64547,бүгін орыс мұғалімінде ол бұдан гөрі қысқа ниланы бақытты туған күнімен құттықтады орыссүйер қауым,bad
64548,специальные люди и мужчины о о,bad
64549,не скидывай больше такое у меня случился приступ и вытекли глаза,bad
64550,о қорқақ дегенім мен жас емеспін деген сөз,bad
64551,жарайды видеоны қай жерге лақтыру керек,bad
64552,Мен укр мов көңіл-күйін нөлдік шаршап жатырмын,bad
64553,біз мейрамханадан шыққан кезде қолайсыз сәтте жаңбыр жауды,bad
64554,целый год ждать,bad
64555,сиқыршы бізбен бірге өткелдерді қалай жауып тастады,bad
64556,зұлымдықтың қандай-да бір түрі жоқ боласың,bad
64557,постает вопрос ходить на 2 8 и всегда беспокоиться своей жизни или же пихаться в 2 9,bad
64558,Қадыров сияқты адамдар Кавказда ешқашан билікте болған емес,bad
64559,"Майклға әр түрлі порно твиттерді жіберуге жеткілікті, әйтпесе мен шаздың назарын аударамын",bad
64560,бай мысық бүгін көңіл-күйде емес кездеседі,bad
64561,такая жуткая головная боль весь день,bad
64562,rt олар менің ескі сүйікті қорықшыларым қайда екені рас,bad
64563,а вообще не знаю чего все вокруг злые стали конец года что ли так на всех влияет воббще туда не хочется,bad
64564,бай мысық бүгін көңіл-күйде емес кездеседі,bad
64565,ертең матан тест ппт қалай тапсыруға болады о-о,bad
64566,"24 маусымның 12 сериясы мен туралы, бірақ соңында олар жақсы жұмыс істейді",bad
64567,"иә, қазірдің өзінде фотосуреттер бар, қазір түстер қалмайды",bad
64568,ахфа алия ол есегін әрең жауып тұр,bad
64569,написала блин я аж перепугалась че за крошка думаю прими мои соболезнования жаль ее,bad
64570,ммм тек маған темекі шегуге тыйым салынды,bad
64571,"енді біз мұнда скайпты қалай итеру керектігін түсінуіміз керек, әйтпесе қаламмен жинағыңыз келмейді",bad
64572,Мұз дәуірі жаңалықтары түсірілім алаңында Домнина басынан жарақат алды,bad
64573,оооооооооо менің бүкіл бетім қызарып кетті,bad
64574,"О, кеш твитті оқы, әйтпесе мен кешікпей жұмыс істейтін болар едім",bad
64575,"rt апатқа рахмет, мен бұған дейін болғанмын, бірақ ешқашан аударылмадым",bad
64576,"Мен оны қымбатты адам сияқты қатты сағындым, сондықтан мен жоғалтқым келмейді",bad
64577,"Мен анамның жұмыстан келіп, шұжық әкелуін күтемін",bad
64578,"Мен сіздің басшыңыздың жолдауын барлығы қарағандай сезінемін, мен ешқандай мектеп мектебі емеспін",bad
64579,"Білмеймін, бірақ онсыз фильм қызықсыз болады аххх",bad
64580,понял что нужен всем только чтобы настроить вай фай,bad
64581,бірден жасау оңай болмады,bad
64582,хочу скачать книгу но не могу найти помогите,bad
64583,rt құдай Мен тіпті ыстыққа дайындалмадым,bad
64584,"және осы тұрғыдан кинотеатрға барудың өзі сіз үшін қуаныш емес деп ойладым, кинотеатрда тамақтану мүлдем жақсы емес",bad
64585,rt спасибо в аварии я попадал и ранее но никогда не переворачивался,bad
64586,мелкий говнюк блин вначале коленом потом кулаком по носу зарядил в итоге пошла кровь,bad
64587,чойта вы смеетесь над финскими названиями,bad
64588,"өзіңізді бірдеңе жасауға мәжбүрлеу, мотивация мен шабыт мүлдем жоқ",bad
64589,"жауап жоқ, сәлем жоқ, тек үнсіздік пен немқұрайлылық өзара ауыр нәрсеге сену үшін ауыр болды",bad
64590,афигеть щас смотрю экстрассенсов который были в воскресенье рассказывают про смоленск и про человека которого убили у нас,bad
64591,я заболела даша в больнице завтро практика ну збс вообще короче,bad
64592,рахмет дима сен бәрін бүлдірдің,bad
64593,"мен ата-анама қанша жақсылық жасадым және бұл ештеңе емес, бірақ мен әйнекті бір рет сындырып алдым, сондықтан мен жаманмын",bad
64594,rt дааа не знаю правда или нет но сказали в реанимации,bad
64595,rt я вслух заржал,bad
64596,"Ал, эпизодтарды қараңыз, содан кейін біз бірге жылаймыз",bad
64597,"rt апатқа рахмет, мен бұған дейін болғанмын, бірақ ешқашан аударылмадым",bad
64598,"Менде GIF бар еді, содан кейін ол жоғалып кетті, мен суретті салып, қоштасуым керек еді",bad
64599,Мен енді ешқашан торрент туралы ешкімге есеп бермеймін,bad
64600,және менің пернетақтаның артқы жарығы сынған,bad
64601,я осознал что ненавижу больше всего до дрожи выбирать и покупать подарки лучше неделю говно вилкой чистить чем это,bad
64602,Мен кез-келген жерде барлық есімдер мен есімдерді google-де жүргіземін,bad
64603,менің сүйікті сыныптастарым қолымды көтеріп алды,bad
64604,"Сұрақтарға жауап беру үшін маған 3-тарауды оқу керек, бірақ мен өте жалқаумын",bad
64605,австрияда қаржы министрінің бос сөзді жойғысы келеді,bad
64606,"Мен мұнымен ренжимін, мұның бәрі бағалар мен сабақтарға байланысты, өйткені мен ештеңе жасамаймын",bad
64607,ой да не очень а у тебя как дела,bad
64608,"rt oh rum, онда мен жай ғана Мәскеуде бірнеше сағатта жоғалып кетпедім, маған уақыт қажет емес",bad
64609,тек менімен қалай сөйлесетіндігіңізді ескермеңіз,bad
64610,вроде засыпает теперь лучше но это не особо сильно помогает,bad
64611,"уақыт 22 47 прчнму үй тапсырмасын орындауға кіріспейтін еді, қарғыс оны жақсы көреді",bad
64612,rt эта неделя как то медленно длится,bad
64613,"Мен сенің жазушы Достоевскийдің күнделігінің бір басылымы болған жерің есімде, бірақ сен қайда болғаның есімде жоқ 8",bad
64614,"Бүгін менің досым қайғыға батты, менің төсегім естеліктерге толы",bad
64615,rt тәкаппар зефир ол мені басқарады,bad
64616,"ол қайда, мен оны таба алмай отырмын",bad
64617,мой организм это какой то п здец то 2 дня температура то затем желудок отказывает завтра выходной возьму пош,bad
64618,twitter запустит функцию редактирования твитов и никогда не будет прежним слово не воробей а тут хню придумали,bad
64619,"аноним маған емшек еміз деді, мен жылаймын 99 9",bad
64620,"қарғыс атсын ертең математика тесті, мен оған мүлдем дайын емеспін",bad
64621,"ертең менден 5 жұп 2 қабаттан оқиды немесе мүлдем оқымайды, мен 9 4-тен аяғына дейін оқимын",bad
64622,"менің тырнағым еттің жартысына дейін сынған, мен болған кезде аширельмін",bad
64623,"мен аз жаза бастадым, алдауды оқыдым, мұның бәрі бір топ ессіз оффлайн уайымдардың үйіліп қойылғандығынан.",bad
64624,спасибо за сегодняшнюю поддержку,bad
64625,Мен емтихандарымды білмеймін,bad
64626,как жаль что в россии культура это всего лишь телеканал,bad
64627,өзгертілген джид пен жуиктің жазбалары қазір келмейді,bad
64628,бүгін қанша шаршады,bad
64629,"brr Мен тіпті тт қаламаймын, мен тек бояудан және басқа заттарданмын, басым бірден қатты ауыра бастайды, сондықтан мен аулақпын",bad
64630,"Бірақ, ақыр соңында, Нидерланды капитаны зұлым адам болған жоқ, мен оны өте жақсы көремін, оны құртып жіберді",bad
64631,"жақсы, көкөніске баруға келіскен мектепте бізге жаңа жыл не үшін керек?",bad
64632,rt наш водитель мудак,bad
64633,ертең 7 сабақ және жазу контрошааа,bad
64634,настроение где то далеко в заднице и его оттуда не вытащить,bad
64635,"rt әлі ерте кеш, мен ұйықтағым келеді",bad
64636,"мен мұндай ақымақтықты мүлде қаламаймын, неліктен жаңа жыл жақында бәрі жасалады және ешқандай көңіл-күй болмайды",bad
64637,роботяга детектед что бы развиваться в своем призвании иногда приходится чем то жертвовать,bad
64638,Мен сені жақсы көремін және сенбейсің,bad
64639,"Мен музыка тыңдағым келеді және ағылшын тілін білгім келеді, бірақ сіз оқи алмайсыз",bad
64640,"Мен төлқұжат алуға келдім, мұнда кезек клиникадан кем емес, тек құрамы әр түрлі",bad
64641,тағы бір ретвит-плюс,bad
64642,"сондықтан мен оны сатып алдым, бәрі жақсы болады деп үміттенемін",bad
64643,біздің 72 троллейбуспен бара жатқанымызға ешкім сенбейді,bad
64644,Демалыс кезінде сені сағындым,bad
64645,"nifiga күніне санап береді, бірақ мен әлі күнге дейін дашаиге не берерімді білмеймін",bad
64646,"Қарғыс атсын, менің жоспарларым бар еді, сіз оларды жұлып алдыңыз",bad
64647,Мен жалықтым балалар,bad
64648,Мен барамын 4 минуттық демалысты көремін,bad
64649,"Чиповскийге бетіне кірді, ол мені жаңа мәселелерге алаңдатады, қайғы жоқ",bad
64650,"мені қабірді ұрлаушы сатып алуға итермелеген нәрсе, қазір шотта ақша қалмады",bad
64651,сіз бен біз қандай сука деп ойладық,bad
64652,әйнекті сындырды есіктің тұтқасын сындырды иә жай ксюша сындырып ксюша сындыру x,bad
64653,"мен ауырып қалған сияқтымын, бірақ ертең матан бақылауға дайындалуға ниет жоқ, менің басым жарылып жатыр",bad
64654,"бәрі гта 6-ны күтіп тұрған не тозақ, ал мен төртіншісінде әлі шыңдамадым",bad
64655,барлығы Бердиевті кетіруге сылтау іздейді,bad
64656,жігіт ертерек кіреді немесе мен ұйқым қанбайды,bad
64657,Маған басқа сыныпта осы күн келді chchhert қосылды,bad
64658,"Сашаға ендірме ұсынылады, бірақ ол ааа келмейді",bad
64659,"Олар бүкіл қаланы толтырды, пулеметтер қаланың москвабадына көмектеседі, сондықтан ессіз апталар",bad
64660,"rt мен өте жалқаймын, мен шөлдеймін және баруға ерінемін",bad
64661,"ұйықтар алдында шай ішіп, бір жарым сағат ұйықтауға тырысу керек, сонда тас армандар пайда болады, себебі ми шамадан тыс жүктелген",bad
64662,планшет на ремонт надо сдавать тупая дура я сломала его,bad
64663,rt кедей ксю скучно маған жазды ахаха,bad
64664,"Неліктен мен күнә жасаған жерде ақпарат берушіге соншалықты бақытсыз болдым, сондықтан мен бұл қорқынышты мәселелерді білуім керек Паскаль",bad
64665,"rt, басқалар сияқты, менің ата-анам да, баратын жеріміз де жоқ",bad
64666,"Мен сізге бұрыннан үйреніп қалған шығармын, олар қандай да бір әсер етеді",bad
64667,rt кузнецов человек не бедный сообщ сми ну что же нам остаеться лишь гордиться,bad
64668,менің тәрбиешілерім бірауыздан тіпті менің нағашымның алдында ауру жұқтырғысы келмейтінін айтты,bad
64669,"қыздар мен туралы емес, тек біздің арамызда ешкіммен бөлісуге болмайды",bad
64670,"Менікі, Бондаренкоға бір рет отырды",bad
64671,других девченок парни волнуют а мне бы в футбол поиграть так и тянет,bad
64672,"Рокс, сен маған 41 41-ге уәде бердің, сөйтесің",bad
64673,культурологи тоже иногда бывают снобами хотя думаю что сейчас это действительно зря,bad
64674,сходила называется на массаж поднялась температура до сих пор горю как новогодняя елка,bad
64675,о божееее как же я обожаю фильм милые кости раз 5 смотрю и все равно плачу,bad
64676,Мен сені рэп оқып жатыр деп ойладым,bad
64677,ертең мен үшін ештеңе шешпейтін геометрия тесті,bad
64678,бұл ұзақ уақытқа созылмайтын жерде,bad
64679,"қымбаттым, мен саған сағат 2-де тағы да пәтерді айналып өтіп, сөмкелерімді тырнауға рұқсат беремін, тек сауығып кетуіңді өтінемін",bad
64680,лмсн ксюшадан музыкамен компиляциялар күтуді сағынамын,bad
64681,блин полезла в свои залежи оказалось что у меня закончились скоросшиватели остались сплошные папки,bad
64682,"Менде жаңағы барлық нәрсе бар, тек ерлі-зайыптылар жоқ, демалыс күндері сенбіде жұмыс істейсің бе, сабағың қалай?",bad
64683,бірақ тао көздері жақсы,bad
64684,Мен күндерді қатты сағындым.,bad
64685,ух хули сенсіз сен 9 9 9,bad
64686,влияние заразительно смотрю клипы exo и что самое страшное мне нравится,bad
64687,"қарғыс атқыр, бұл өте жаман",bad
64688,"Мен сурет салып отырмын, мен өзімді қосуым керек деген оймен керемет ән ойнаймын, мен ВК-ны аштым және менде демалу үшін бар",bad
64689,"rt, бірақ tao көздері ең жақсы",bad
64690,"біз жаяу жүрдік, бәрін 1 минутта сөйлестік",bad
64691,әлемде саған немқұрайлы қарамайтын адамдар бар екені өкінішті және ол оны байқамайды,bad
64692,Ресейде деректерді визуализациялаудың ең жоғары сапалы мысалы - бұл ұзақ строкистроки үшін өкінішті,bad
64693,где блять встречать этот гребанный нг понятия не имею,bad
64694,колин телефон это просто пипец она даже фото загрузить в твиттер не может,bad
64695,"неге сен көзілдірікпен жүре аласың, ал мен жоқ",bad
64696,менің Аленам мұндайға келмейді,bad
64697,бұл ауруды сезінбеу үшін сізге ұйықтау керек,bad
64698,менің күшім таусылды және физикамен қалай айналысуға болады,bad
64699,"уааааахахах кездесулерден кейін ол маған бірден қоңырау шалып, мені блондинкаға алды, мен де бір құлағымда саңырау болып қалдым дейді",bad
64700,"Мен музыка жазғым келеді, бірақ менің тәуелді вокалистім тым бос емес",bad
64701,лп сказала танец учить на новый год,bad
64702,ер адамның жынысын қалай танитын көрінеді,bad
64703,"rt мен мектепке барғым келмейді, мен ауырғым келеді, көп ұйқы көп болса, пәтерге қамаламын",bad
64704,"Мен жақында біздің мектепті тыңдау арқылы құрамын деген ой келді, мен оны кеше ғана өзгелер жасағанын білдім",bad
64705,мұндай қарқынмен мен жаңа жылдық мерекелерді көре алмаймын,bad
64706,"Мен үлкен сауда орталықтарына кафеде отырып, әдемі киінген жігіттерге ұйықтау үшін барамын, олардың саны өте аз",bad
64707,"үлкен бөлмеде дубак, қандай да бір инфрақызыл жылытқыш, өкінішті",bad
64708,"Мен жанашырмын, бірақ от",bad
64709,"Мен ұйықтағым келеді, бірақ уақыт жоқ, әдеттегідей, бұл үшін, мен өзімді ойламаймын, сүйіктім",bad
64710,а мне так и не позвонили от туда,bad
64711,Мен Труфанмен билегенде өзімді кемпір сезінемін,bad
64712,блэк ол оны неге деп атады мен қорқамын,bad
64713,онда 5-те орын өте аз,bad
64714,"аудио жазба аяқталды, бірақ аяқталған жоқ",bad
64715,"жоқ, адамдар қайтып оралады және 5 жылдан кейін болады, өйткені олар бір-бірімен бола алмайды, мүмкін ол осылай жұмыс істейді",bad
64716,рост такий рост,bad
64717,мектеп мектебі мен сағынамын мен жауап беремін,bad
64718,латыш және ағылшын тілдерін үйренуді қалай бастау керек,bad
64719,"сен тым көпсің, сондықтан мен болмадым",bad
64720,"Мен жақында тамақтанамын, бірақ ештеңе жоқ",bad
64721,"блииин маған нағыз боқтық, сондықтан мен суреттерге түстім",bad
64722,Мен тіпті елестетуден қорқамын,bad
64723,"косметологқа екі-екі сағатқа барды, ал кішкентай құлақ боқ есіктің керегесін жыртып тастады",bad
64724,"Мен өзіммен жанашырмын, мен ҚҚС-ты 15-ке дейін көтере алмаймын, әрине, мен төмендетпес едім",bad
64725,кейде сіз телефоныңызды анамнан алғыңыз келеді,bad
64726,"rt rt инстаграмға тіркелуге мәжбүр, жарайды, бірақ мен оны twitter сияқты минималды түрде қолданамын",bad
64727,"Маған мектепке қандай-да бір жолмен келу керек болады, әйтпесе мен оны сағындым",bad
64728,кешкісін жұмыстан кейін бір сағат бойы тоңып отырған адамдарды шай ұйымдастыра алар еді,bad
64729,"тек физикамен не істеу керек, әрине, мен анықтамаға немесе тестке барып, тағы үштікке қол жеткізе аламын, негізі, менің жоғалтатын ештеңем жоқ",bad
64730,rt настроение падает чувство как будто я дно и ничего у меня не получится,bad
64731,жақсы нооооооооооооооооооо бәрі неге аяқталды т т аааааааааааа,bad
64732,rt жоқ би күндері қыздарды скучно өткізбейді,bad
64733,о санта,bad
64734,"иә, бізге stolz мысық ұнамады, бірақ ол мені бұрышқа шығарды, мен қозғалуға қорқамын",bad
64735,rt аймағы жақын арада Ямало Ставрополь деп аталады,bad
64736,мұндай ақшаға тек бір байғұс нәрсе және қытайлықтар артық болмайды,bad
64737,"мен мұнда кетіп бара жатырмын кароч, ешкім менің жазылымымнан бас тартпайды деп үміттенемін",bad
64738,rt алмайды,bad
64739,я пропустил 555 твит яхочуобнятьтвиттерскогопоимени и моего нового друга lt,bad
64740,и о это чувство если это вообще спам,bad
64741,rt rt қабылдамайды,bad
64742,"Олар маған дюма 3 екенімді жазды, мен түзу және сенімді екенімді айтпадым",bad
64743,ох не хотелось бы меняться в такую плохую сторону почитал его,bad
64744,"жоқ, мен бүгін үйдемін, тек одан да жаман болғанын қаламаймын",bad
64745,"бүгін мен ояндым денім сау, мен қайтадан тірі қаншықпын",bad
64746,Менде ақымақ болғандықтан жазатын басқа ешнәрсе жоқ,bad
64747,адамдар біреуді мен жалықтым немесе ВК деп атайды,bad
64748,ниче мне интересно как твоя стр в тви развивается но походу никак,bad
64749,"бәрі біледі және сенің жаман екеніңді айтады, мен жалғыз ақымақпын сенің жақсы екеніңе сенемін",bad
64750,"Мен де оны қалаймын, бірақ біз Нижний Новгородқа барамыз",bad
64751,"сен мұнда қалайсың, мен жалғызбын",bad
64752,12k үшін,bad
64753,"Маған ол бірден ұнады, бірақ мен оны жігітпен сатқындыққа жіберіп, жалаңаш 2 рет көрдім, бұл қарғыс атқыр жақсы",bad
64754,мен жұма күні жасай алмаймын,bad
64755,"адамдар қазірдің өзінде шыршаларды безендіріп жатыр, менде шырша болмайды",bad
64756,"дүкеннен шыққаннан кейін куски алу үшін дүкеннен 8 рубльге торт сатып алыңыз, бұл баға жетпес",bad
64757,"Мен ертеңнен бастап Есениннің суретін салып бітірдім, тест, және мен әр түрлі істер жасаймын",bad
64758,"міне, мен сол бөлшектің флюкстелгенін сезінемін",bad
64759,если папа на работе будет то хер я куда пойду,bad
64760,"ааааа мен суықпын, сыртта онша суық емес",bad
64761,"Микаттың достары болуға және 1 жасында бірге қайтыс болуға тіл табысады, сен мені түсінесің, иә иә иә иә бляааа",bad
64762,"ППЦ мұрынға таңғыш тампонмен тағы 2 күн ауырады, ең жаманы - ұйықтау",bad
64763,"Лавр өлейік, ақымақ мерлин, неге оны құтқарып, өзіңіз өлесіз",bad
64764,Мен жай ғана ваннаға жазғы күйгенімді сіңдірдім деп ойлаймын,bad
64765,"Блогтағы қателіктерімді түзететіндердің барлығына рахмет, иә, мен орыс тілін шынымен ұмытып кеттім",bad
64766,rt н хто не пон ма божеее п чальь,bad
64767,"Мен өзімнің ВКонтактедегі парағымды қалпына келтіргім келеді, бірақ дау туып жатыр",bad
64768,Бізде ертең химиядан тест болады,bad
64769,такое чувство что мою бабушку ничего кроме а у тебя мальчик уже появился не интересует обидаебаная,bad
64770,бірақ мен тек секс пен хачиді кездестіремін,bad
64771,Біреу серверді күні бойы қайта жүктейді,bad
64772,неге деген сұрақпен мұң,bad
64773,демалуға жатып ұйықтап қалған анам оянбауға шешім қабылдады,bad
64774,күн сайынғы тірі сөйлесу үшін соңғы баға,bad
64775,rt және біз lt 3 боламыз,bad
64776,"rt менің үстелге отыруға отырған-отырмағанымды тексеру керек болар еді, бірақ олар мені торды тазартуға мәжбүр етеді, егер сіз мені естисеңіз",bad
64777,"Сәлем, мен сені аздап ерте сезініп алдым, мен кем дегенде бір апта болды деп ойладым",bad
64778,youtube мені жылатады youtube қателері,bad
64779,rt қай ағашты қоңырау шалуым керек?,bad
64780,согласна такой же вторник,bad
64781,rt echelonfollowchelon greenomanfollowgreenomana killjoyfollowjoy қуанышты болады,bad
64782,"достар, хабредегі бірде-бір іс тіркелмеген, сондықтан шақыру керек",bad
64783,"баруға құлықсыз, кешке пойыз жүреді",bad
64784,бірақ інжір скайпта жүреді,bad
